exchange	date	high	low	close	volume	
btcchina	7/17/13	94.01	92.44	92.76	3822.05	
btcchina	7/18/13	94.03	83.67	85.94	11371.30	
btcchina	7/19/13	89.01	84.21	86.64	4919.20	
btcchina	7/20/13	86.96	84.21	84.50	1909.85	
btcchina	7/21/13	85.42	81.85	84.28	3546.23	
btcchina	7/22/13	86.06	84.18	84.78	2487.33	
btcchina	7/23/13	89.11	85.07	87.82	4724.92	
btcchina	7/24/13	88.66	85.74	86.01	2102.96	
btcchina	7/25/13	88.65	86.15	88.49	2915.19	
btcchina	7/26/13	89.10	87.49	88.27	2582.17	
btcchina	7/27/13	88.31	84.95	85.64	3711.88	
btcchina	7/28/13	88.66	85.09	88.66	3881.34	
btcchina	7/29/13	90.49	85.98	89.71	5733.59	
btcchina	7/30/13	93.16	88.79	93.15	5057.05	
btcchina	7/31/13	97.01	92.32	95.51	8002.71	
btcchina	8/1/13	96.32	92.61	93.42	5065.99	
btcchina	8/2/13	93.93	90.15	93.12	5436.03	
btcchina	8/3/13	94.94	92.34	93.16	3425.72	
btcchina	8/4/13	94.88	93.28	94.86	1354.03	
btcchina	8/5/13	96.16	94.23	95.27	2440.99	
btcchina	8/6/13	95.99	94.37	94.57	2766.23	
btcchina	8/7/13	95.69	93.74	93.74	2254.32	
btcchina	8/8/13	94.75	91.02	91.93	2989.80	
btcchina	8/9/13	94.16	92.21	92.70	1770.30	
btcchina	8/10/13	93.45	92.24	92.56	1009.79	
btcchina	8/11/13	94.57	92.06	93.46	1770.25	
btcchina	8/12/13	95.44	93.46	95.05	2249.71	
btcchina	8/13/13	95.27	93.65	95.24	3115.50	
btcchina	8/14/13	97.34	94.91	97.10	4173.72	
btcchina	8/15/13	98.32	96.38	97.34	4024.68	
btcchina	8/16/13	98.36	96.61	96.86	2285.58	
btcchina	8/17/13	98.21	96.65	97.95	2169.92	
btcchina	8/18/13	98.84	96.75	98.20	2837.59	
btcchina	8/19/13	103.88	97.74	102.28	6527.75	
btcchina	8/20/13	103.70	101.43	103.54	4160.26	
btcchina	8/21/13	108.75	103.39	108.27	5537.19	
btcchina	8/22/13	112.04	107.66	109.93	5645.92	
btcchina	8/23/13	110.38	103.56	107.14	5369.96	
btcchina	8/24/13	107.26	105.63	106.85	1717.11	
btcchina	8/25/13	110.34	104.87	110.34	3084.68	
btcchina	8/26/13	110.34	108.09	108.25	2136.40	
btcchina	8/27/13	113.54	108.34	113.54	6702.28	
btcchina	8/28/13	116.56	113.50	115.83	4170.62	
btcchina	8/29/13	116.41	115.28	115.76	2621.10	
btcchina	8/30/13	121.51	115.60	120.95	4707.14	
btcchina	8/31/13	132.93	120.60	127.09	9137.36	
btcchina	9/1/13	132.19	125.21	131.07	4256.22	
btcchina	9/2/13	131.13	128.45	129.35	4388.64	
btcchina	9/3/13	130.50	128.23	129.05	3429.30	
btcchina	9/4/13	129.63	116.57	118.56	5584.17	
btcchina	9/5/13	122.60	105.43	119.69	9515.34	
btcchina	9/6/13	119.99	113.53	113.70	4405.33	
btcchina	9/7/13	118.21	111.74	117.48	2729.03	
btcchina	9/8/13	117.80	115.24	115.57	1406.00	
btcchina	9/9/13	124.66	115.21	121.21	4914.16	
btcchina	9/10/13	122.54	119.46	119.82	3400.39	
btcchina	9/11/13	124.21	116.93	123.76	4699.63	
btcchina	9/12/13	125.08	121.88	122.53	3564.88	
btcchina	9/13/13	124.85	122.75	124.45	1759.74	
btcchina	9/14/13	124.82	121.96	122.12	1456.83	
btcchina	9/15/13	123.21	120.44	122.89	1920.22	
btcchina	9/16/13	123.70	121.26	122.89	1864.77	
btcchina	9/17/13	123.31	121.81	123.03	1863.96	
btcchina	9/18/13	123.64	121.84	123.48	1793.58	
btcchina	9/19/13	123.68	119.61	120.62	1151.66	
btcchina	9/20/13	121.44	119.97	121.44	1160.41	
btcchina	9/21/13	121.75	120.28	120.32	1227.99	
btcchina	9/22/13	121.43	120.29	120.93	1122.42	
btcchina	9/23/13	121.19	118.50	119.68	1695.81	
btcchina	9/24/13	120.59	118.14	120.42	2070.75	
btcchina	9/25/13	121.64	119.52	120.83	2074.23	
btcchina	9/26/13	121.53	120.75	121.53	2102.19	
btcchina	9/27/13	123.74	122.12	123.69	4313.79	
btcchina	9/28/13	124.71	123.29	124.71	2928.21	
btcchina	9/29/13	128.71	124.14	127.03	6439.61	
btcchina	9/30/13	127.88	124.34	125.81	3048.64	
btcchina	10/1/13	127.83	125.68	126.80	3703.83	
btcchina	10/2/13	127.36	110.75	114.66	10534.41	
btcchina	10/3/13	121.37	111.61	121.13	10465.89	
btcchina	10/4/13	124.69	120.80	124.22	7041.60	
btcchina	10/5/13	124.53	123.15	124.11	2992.16	
btcchina	10/6/13	124.62	123.28	124.05	4046.34	
btcchina	10/7/13	124.84	124.01	124.53	3882.22	
btcchina	10/8/13	125.95	124.24	125.95	5291.86	
btcchina	10/9/13	130.43	125.95	129.35	15020.20	
btcchina	10/10/13	131.69	128.92	130.06	11800.56	
btcchina	10/11/13	131.15	129.68	130.49	7160.71	
btcchina	10/12/13	131.60	130.32	131.33	8701.44	
btcchina	10/13/13	138.00	131.14	138.00	16431.57	
btcchina	10/14/13	146.65	135.22	142.53	21719.39	
btcchina	10/15/13	146.97	141.61	146.92	12665.70	
btcchina	10/16/13	152.22	144.55	146.91	28830.83	
btcchina	10/17/13	150.72	144.52	149.42	16471.92	
btcchina	10/18/13	154.75	148.59	154.46	16604.37	
btcchina	10/19/13	176.09	154.53	166.15	42826.39	
btcchina	10/20/13	168.12	163.83	168.06	13319.64	
btcchina	10/21/13	189.79	167.97	189.44	31281.08	
btcchina	10/22/13	218.85	181.77	203.98	56007.94	
btcchina	10/23/13	215.18	198.47	213.42	28046.47	
btcchina	10/24/13	216.99	165.05	196.08	50715.29	
btcchina	10/25/13	196.56	166.68	184.17	35018.40	
btcchina	10/26/13	187.14	172.51	178.72	16546.60	
btcchina	10/27/13	201.01	177.81	200.20	20793.65	
btcchina	10/28/13	205.91	192.84	202.51	21583.20	
btcchina	10/29/13	210.34	200.94	209.44	18743.49	
btcchina	10/30/13	209.84	202.00	204.59	23176.12	
btcchina	10/31/13	207.32	203.40	206.75	11276.76	
btcchina	11/1/13	208.01	205.56	207.36	10122.15	
btcchina	11/2/13	210.06	207.13	208.28	8811.52	
btcchina	11/3/13	216.58	207.56	216.39	13322.66	
btcchina	11/4/13	236.46	213.80	233.54	36255.89	
btcchina	11/5/13	250.08	224.65	248.44	52711.23	
btcchina	11/6/13	268.74	247.78	266.78	46311.82	
btcchina	11/7/13	309.58	266.72	302.73	61810.65	
btcchina	11/8/13	356.11	301.69	354.66	60339.57	
btcchina	11/9/13	429.00	333.58	389.53	81343.69	
btcchina	11/10/13	394.80	310.29	342.59	84411.18	
btcchina	11/11/13	371.55	332.81	364.67	45940.70	
btcchina	11/12/13	398.62	364.53	394.38	54601.14	
btcchina	11/13/13	423.95	386.18	421.75	56004.59	
btcchina	11/14/13	440.25	417.24	433.64	61845.95	
btcchina	11/15/13	450.28	427.88	441.49	50945.74	
btcchina	11/16/13	456.05	440.56	453.62	39458.02	
btcchina	11/17/13	533.59	453.62	526.61	72116.57	
btcchina	11/18/13	961.15	526.45	961.15	102432.68	
btcchina	11/19/13	1140.99	653.02	834.23	90503.96	
btcchina	11/20/13	874.69	563.52	694.36	96188.13	
btcchina	11/21/13	849.27	670.89	835.00	76208.04	
btcchina	11/22/13	840.14	770.49	834.14	59292.62	
btcchina	11/23/13	973.94	834.25	921.17	48049.90	
btcchina	11/24/13	922.36	786.20	846.25	67925.53	
btcchina	11/25/13	872.72	818.05	846.11	38809.13	
btcchina	11/26/13	924.41	835.65	918.70	46270.98	
btcchina	11/27/13	966.59	868.68	948.79	71664.02	
btcchina	11/28/13	1122.94	942.09	1109.55	79798.77	
btcchina	11/29/13	1224.03	1078.92	1191.50	81928.84	
btcchina	11/30/13	1238.78	1180.20	1207.13	49458.41	
btcchina	12/1/13	1208.22	933.36	999.11	93044.48	
btcchina	12/2/13	1097.09	948.52	1052.36	75104.31	
btcchina	12/3/13	1099.41	1010.10	1081.30	60632.11	
btcchina	12/4/13	1150.61	1065.74	1143.26	54212.36	
btcchina	12/5/13	1149.57	738.26	1025.49	121221.64	
btcchina	12/6/13	1033.54	824.68	840.99	74237.12	
btcchina	12/7/13	884.88	624.65	763.26	132168.16	
btcchina	12/8/13	825.75	745.93	801.68	65986.23	
btcchina	12/9/13	915.89	797.09	914.25	91559.97	
btcchina	12/10/13	993.89	914.36	991.93	79065.75	
btcchina	12/11/13	998.36	827.06	900.40	81804.65	
btcchina	12/12/13	924.79	859.79	887.46	58684.33	
btcchina	12/13/13	921.49	884.00	910.19	64670.05	
btcchina	12/14/13	910.56	834.64	859.06	49439.84	
btcchina	12/15/13	873.12	818.66	866.19	67692.41	
btcchina	12/16/13	867.26	605.44	654.37	92308.14	
btcchina	12/17/13	711.81	531.97	614.45	54138.35	
btcchina	12/18/13	616.91	329.16	450.45	93934.00	
btcchina	12/19/13	597.33	411.10	597.31	46559.13	
btcchina	12/20/13	675.26	559.17	602.02	29113.11	
btcchina	12/21/13	632.62	506.51	550.72	15607.92	
btcchina	12/22/13	619.28	515.11	582.48	10640.51	
btcchina	12/23/13	634.48	574.49	628.86	7373.31	
btcchina	12/24/13	654.38	606.95	627.23	6822.00	
btcchina	12/25/13	646.14	603.11	646.14	5650.82	
btcchina	12/26/13	761.75	645.82	736.73	11995.48	
btcchina	12/27/13	763.43	704.75	740.55	11455.44	
btcchina	12/28/13	742.18	694.18	706.84	4361.01	
btcchina	12/29/13	723.10	680.09	717.73	3521.30	
btcchina	12/30/13	729.01	711.83	721.32	2708.60	
btcchina	12/31/13	724.17	700.45	719.27	1933.23	
btcchina	1/1/14	726.26	710.87	718.89	1234.29	
btcchina	1/2/14	745.24	715.76	732.96	2625.68	
btcchina	1/3/14	794.95	731.03	786.26	6586.02	
btcchina	1/4/14	811.96	761.00	808.41	7280.82	
btcchina	1/5/14	913.07	808.26	892.91	15724.85	
btcchina	1/6/14	978.11	884.72	927.32	20625.45	
btcchina	1/7/14	953.18	772.84	772.84	23191.91	
btcchina	1/8/14	833.87	737.66	809.03	21133.79	
btcchina	1/9/14	835.87	787.20	824.58	10726.23	
btcchina	1/10/14	858.37	811.31	850.51	5541.97	
btcchina	1/11/14	898.71	851.32	890.53	10264.15	
btcchina	1/12/14	900.11	828.72	849.24	10383.21	
btcchina	1/13/14	849.24	779.00	820.68	9971.86	
btcchina	1/14/14	830.62	801.39	817.98	5848.15	
btcchina	1/15/14	850.97	814.66	842.31	5582.90	
btce	12/31/12	13.34	13.15	13.28	1205.31	
btce	1/1/13	13.40	13.13	13.20	1330.84	
btce	1/2/13	13.25	13.16	13.22	504.84	
btce	1/3/13	13.24	13.13	13.21	1280.70	
btce	1/4/13	13.24	13.15	13.23	1829.20	
btce	1/5/13	13.24	13.09	13.11	4376.32	
btce	1/6/13	13.19	13.07	13.13	1032.16	
btce	1/7/13	13.29	13.07	13.23	3015.82	
btce	1/8/13	13.65	13.24	13.52	3275.36	
btce	1/9/13	13.79	13.48	13.62	1939.04	
btce	1/10/13	14.16	13.51	13.94	4524.68	
btce	1/11/13	14.10	13.82	14.04	1531.04	
btce	1/12/13	14.10	13.90	13.92	874.31	
btce	1/13/13	14.00	13.90	13.92	1285.12	
btce	1/14/13	14.04	13.80	14.04	1795.38	
btce	1/15/13	14.06	13.90	13.93	2042.16	
btce	1/16/13	14.40	13.93	14.40	2792.00	
btce	1/17/13	15.32	14.35	15.32	3094.84	
btce	1/18/13	15.78	15.10	15.28	2956.12	
btce	1/19/13	15.44	15.06	15.29	854.94	
btce	1/20/13	15.50	15.10	15.38	2862.35	
btce	1/21/13	16.60	15.36	16.20	7944.68	
btce	1/22/13	17.49	16.13	17.13	3550.86	
btce	1/23/13	17.20	16.30	17.10	3737.03	
btce	1/24/13	18.80	15.80	16.69	9498.92	
btce	1/25/13	17.50	15.21	17.00	3305.83	
btce	1/26/13	17.25	16.50	17.25	1811.28	
btce	1/27/13	17.60	16.90	17.30	3673.02	
btce	1/28/13	18.22	17.27	18.16	2988.99	
btce	1/29/13	19.20	18.14	18.85	8000.24	
btce	1/30/13	19.35	18.56	19.10	3187.31	
btce	1/31/13	21.11	19.00	20.09	5097.90	
btce	2/1/13	20.60	19.96	20.48	2820.11	
btce	2/2/13	20.35	18.30	19.70	3148.24	
btce	2/3/13	20.48	19.21	20.41	2938.62	
btce	2/4/13	20.60	19.64	20.11	2008.97	
btce	2/5/13	20.30	19.85	20.12	1449.29	
btce	2/6/13	20.87	20.15	20.75	4275.00	
btce	2/7/13	21.70	20.40	21.69	3334.03	
btce	2/8/13	22.35	21.60	22.30	1764.99	
btce	2/9/13	23.49	22.09	23.25	2110.11	
btce	2/10/13	23.40	22.38	23.22	2174.47	
btce	2/11/13	24.24	23.23	24.24	3449.63	
btce	2/12/13	25.30	23.92	24.19	4086.68	
btce	2/13/13	25.99	24.10	24.10	3577.51	
btce	2/14/13	26.70	21.84	26.31	4543.80	
btce	2/15/13	27.00	25.36	26.49	3640.45	
btce	2/16/13	26.67	26.20	26.60	2931.01	
btce	2/17/13	26.70	25.28	26.49	2158.53	
btce	2/18/13	26.55	25.75	26.55	1581.89	
btce	2/19/13	28.90	26.35	28.84	3507.16	
btce	2/20/13	29.30	28.56	29.17	1567.69	
btce	2/21/13	29.41	29.00	29.40	1846.91	
btce	2/22/13	30.20	29.00	29.00	3245.37	
btce	2/23/13	29.90	25.41	29.00	4056.84	
btce	2/24/13	29.30	28.07	28.56	753.18	
btce	2/25/13	29.98	28.31	29.00	1309.58	
btce	2/26/13	29.84	28.81	29.30	1549.49	
btce	2/27/13	30.49	29.22	30.30	4246.14	
btce	2/28/13	33.42	30.00	32.44	4881.61	
btce	3/1/13	33.53	32.30	33.50	1913.14	
btce	3/2/13	33.50	32.67	32.93	996.98	
btce	3/3/13	33.00	32.05	32.11	1126.82	
btce	3/4/13	34.80	31.89	34.60	4267.89	
btce	3/5/13	39.09	34.29	38.96	3527.03	
btce	3/6/13	45.00	38.75	39.00	4858.95	
btce	3/7/13	44.00	33.50	40.98	4885.93	
btce	3/8/13	42.32	39.80	41.61	1246.82	
btce	3/9/13	44.48	41.46	44.48	1703.82	
btce	3/10/13	45.00	44.01	44.35	2471.45	
btce	3/11/13	46.00	44.28	45.94	3683.29	
btce	3/12/13	46.00	36.20	42.23	6541.73	
btce	3/13/13	44.89	42.22	43.35	5028.41	
btce	3/14/13	44.49	43.10	43.30	3094.79	
btce	3/15/13	44.50	42.50	43.89	2532.70	
btce	3/16/13	44.40	43.66	44.32	2295.66	
btce	3/17/13	44.47	43.70	43.89	2857.03	
btce	3/18/13	49.64	43.72	48.62	5964.73	
btce	3/19/13	54.53	47.85	54.35	8729.89	
btce	3/20/13	65.00	53.20	61.50	3943.85	
btce	3/21/13	70.00	61.25	66.00	7813.60	
btce	3/22/13	68.66	62.70	65.50	4770.55	
btce	3/23/13	66.25	50.00	61.53	4510.30	
btce	3/24/13	68.00	58.64	68.00	3121.48	
btce	3/25/13	74.00	67.46	70.30	3744.84	
btce	3/26/13	74.99	69.50	73.51	3791.65	
btce	3/27/13	85.90	73.64	84.22	5126.67	
btce	3/28/13	93.20	70.00	87.20	10086.35	
btce	3/29/13	91.00	83.00	87.10	2908.64	
btce	3/30/13	90.00	86.00	87.81	2507.74	
btce	3/31/13	90.50	87.80	90.30	1659.16	
btce	4/1/13	99.80	88.42	99.50	9884.72	
btce	4/2/13	116.00	97.00	116.00	11245.60	
btce	4/3/13	149.00	100.01	124.00	19087.26	
btce	4/4/13	133.50	106.55	123.12	6998.56	
btce	4/5/13	137.00	122.28	134.21	7793.36	
btce	4/6/13	139.00	131.12	134.01	5713.70	
btce	4/7/13	155.00	132.99	151.16	8845.64	
btce	4/8/13	184.50	150.10	175.52	11896.31	
btce	4/9/13	230.00	175.50	215.26	10395.12	
btce	4/10/13	259.00	100.00	161.00	46512.46	
btce	4/11/13	184.00	53.00	80.00	63034.87	
btce	4/12/13	131.00	53.00	104.89	73964.50	
btce	4/13/13	117.70	84.50	91.98	32844.93	
btce	4/14/13	102.02	90.00	91.70	14997.98	
btce	4/15/13	99.00	69.90	82.51	30711.73	
btce	4/16/13	84.00	51.00	67.57	60656.90	
btce	4/17/13	94.99	64.21	87.37	37935.49	
btce	4/18/13	105.96	81.78	101.99	19310.57	
btce	4/19/13	127.00	97.00	112.40	32430.88	
btce	4/20/13	119.99	108.06	116.60	9682.23	
btce	4/21/13	119.93	96.00	112.00	19967.22	
btce	4/22/13	117.15	110.06	115.50	9070.59	
btce	4/23/13	126.90	113.25	126.10	14238.02	
btce	4/24/13	154.99	123.20	143.50	28045.66	
btce	4/25/13	150.00	120.00	135.89	21533.17	
btce	4/26/13	136.76	117.00	130.00	16519.71	
btce	4/27/13	131.74	119.01	122.63	8658.93	
btce	4/28/13	131.50	121.59	125.98	5094.63	
btce	4/29/13	136.90	125.50	135.20	10699.29	
btce	4/30/13	135.98	129.01	133.83	9230.59	
btce	5/1/13	133.86	95.00	116.08	24199.84	
btce	5/2/13	125.93	95.11	106.80	31889.91	
btce	5/3/13	108.00	79.74	98.59	32940.64	
btce	5/4/13	116.00	93.01	111.49	22072.32	
btce	5/5/13	118.05	107.00	115.01	9441.68	
btce	5/6/13	120.99	103.66	111.00	16328.52	
btce	5/7/13	111.00	96.99	109.95	16948.85	
btce	5/8/13	113.29	107.26	109.25	7581.11	
btce	5/9/13	109.50	105.99	108.07	3973.82	
btce	5/10/13	115.58	108.00	112.99	8456.22	
btce	5/11/13	113.75	110.00	112.20	2984.37	
btce	5/12/13	113.50	108.60	111.28	3027.16	
btce	5/13/13	114.01	110.86	113.20	4567.74	
btce	5/14/13	114.42	103.33	104.15	7590.89	
btce	5/15/13	110.69	97.01	104.99	12648.36	
btce	5/16/13	109.12	104.80	109.00	4327.28	
btce	5/17/13	114.35	107.00	112.08	8260.41	
btce	5/18/13	114.50	111.71	113.63	2934.52	
btce	5/19/13	114.40	111.00	112.16	3179.11	
btce	5/20/13	114.39	112.00	113.70	2508.42	
btce	5/21/13	116.90	113.00	116.87	3903.69	
btce	5/22/13	117.99	115.15	116.70	4090.80	
btce	5/23/13	121.20	116.60	120.69	2957.42	
btce	5/24/13	129.94	120.13	128.21	6862.39	
btce	5/25/13	128.92	125.40	127.44	3117.10	
btce	5/26/13	130.96	127.03	129.56	2877.42	
btce	5/27/13	131.01	120.00	127.15	4792.25	
btce	5/28/13	127.30	122.01	125.20	3332.65	
btce	5/29/13	129.48	123.94	127.66	3023.42	
btce	5/30/13	129.90	125.57	126.50	3664.62	
btce	5/31/13	127.57	125.30	126.35	1989.67	
btce	6/1/13	127.48	125.51	127.47	1550.91	
btce	6/2/13	127.80	116.00	120.80	7675.76	
btce	6/3/13	121.58	115.00	119.67	5127.31	
btce	6/4/13	123.07	118.22	119.70	3589.82	
btce	6/5/13	121.16	117.90	120.49	3080.43	
btce	6/6/13	120.60	117.90	118.28	2116.92	
btce	6/7/13	119.00	109.50	111.80	8495.07	
btce	6/8/13	112.00	107.01	109.37	4875.68	
btce	6/9/13	109.37	91.14	102.50	16848.14	
btce	6/10/13	107.77	94.00	105.12	7405.60	
btce	6/11/13	109.13	104.51	108.00	3797.28	
btce	6/12/13	110.00	106.98	107.60	4212.00	
btce	6/13/13	109.24	100.80	105.50	5377.05	
btce	6/14/13	106.10	99.40	100.00	5143.66	
btce	6/15/13	102.90	97.68	100.51	2644.79	
btce	6/16/13	101.48	99.41	100.20	1692.66	
btce	6/17/13	103.00	99.40	101.36	2174.33	
btce	6/18/13	110.00	101.39	104.90	7535.07	
btce	6/19/13	107.50	103.50	105.23	4194.68	
btce	6/20/13	108.00	104.22	106.42	4290.00	
btce	6/21/13	108.00	102.83	105.63	6567.77	
btce	6/22/13	105.90	100.51	101.71	5039.37	
btce	6/23/13	102.93	99.49	101.16	4275.80	
btce	6/24/13	101.70	92.20	96.23	6802.55	
btce	6/25/13	102.00	96.00	98.00	5076.46	
btce	6/26/13	98.99	97.00	98.00	1075.49	
btce	6/27/13	98.18	95.14	95.20	2002.85	
btce	6/28/13	95.80	87.05	88.99	6385.67	
btce	6/29/13	92.00	86.80	89.60	3270.26	
btce	6/30/13	91.49	89.00	90.21	2627.34	
btce	7/1/13	91.97	75.57	81.01	12047.91	
btce	7/2/13	86.60	80.25	85.40	5837.88	
btce	7/3/13	86.09	76.00	77.45	9675.75	
btce	7/4/13	82.00	72.45	79.28	13297.53	
btce	7/5/13	79.70	63.32	66.40	16989.17	
btce	7/6/13	72.10	63.50	65.50	7480.04	
btce	7/7/13	75.00	64.12	74.00	5227.66	
btce	7/8/13	77.53	69.00	73.10	9204.39	
btce	7/9/13	73.40	68.35	72.25	6347.11	
btce	7/10/13	81.99	70.33	80.19	9074.57	
btce	7/11/13	84.10	78.22	82.50	6929.11	
btce	7/12/13	95.89	82.50	87.00	14153.93	
btce	7/13/13	90.09	82.30	88.99	5839.73	
btce	7/14/13	90.00	85.74	87.90	2194.81	
btce	7/15/13	92.20	86.40	91.30	4911.84	
btce	7/16/13	91.75	87.00	88.55	3557.80	
btce	7/17/13	90.09	88.01	89.00	3177.01	
btce	7/18/13	89.80	81.00	83.47	6979.79	
btce	7/19/13	85.40	82.00	83.80	2953.46	
btce	7/20/13	85.29	83.50	83.95	1745.91	
btce	7/21/13	84.90	82.50	83.80	1583.50	
btce	7/22/13	84.90	83.00	84.40	1778.82	
btce	7/23/13	87.30	84.00	85.98	3994.00	
btce	7/24/13	87.56	85.79	86.87	2584.33	
btce	7/25/13	88.99	86.12	88.89	3706.99	
btce	7/26/13	90.00	88.22	89.50	3632.22	
btce	7/27/13	89.59	86.40	87.60	2331.83	
btce	7/28/13	90.90	87.50	89.50	3675.05	
btce	7/29/13	92.59	88.60	91.20	4519.47	
btce	7/30/13	95.00	90.76	95.00	4359.16	
btce	7/31/13	99.90	94.01	97.00	7603.90	
btce	8/1/13	97.23	93.50	94.75	3234.66	
btce	8/2/13	97.00	93.21	96.00	4281.65	
btce	8/3/13	96.27	94.03	94.74	1726.16	
btce	8/4/13	95.12	93.50	94.36	1758.42	
btce	8/5/13	96.80	94.04	96.46	2960.02	
btce	8/6/13	98.00	95.90	97.32	2972.16	
btce	8/7/13	98.20	96.01	97.46	2802.11	
btce	8/8/13	97.49	92.42	94.38	6100.30	
btce	8/9/13	95.50	93.16	93.82	1830.48	
btce	8/10/13	94.73	92.00	92.94	2384.64	
btce	8/11/13	95.59	92.50	93.14	2784.64	
btce	8/12/13	94.90	92.39	94.84	2775.71	
btce	8/13/13	95.01	93.70	94.98	2382.24	
btce	8/14/13	98.27	94.50	97.61	5075.75	
btce	8/15/13	98.10	95.94	96.30	2589.69	
btce	8/16/13	96.90	95.00	96.79	1973.03	
btce	8/17/13	97.20	96.00	96.96	1279.68	
btce	8/18/13	97.29	96.50	96.85	1290.94	
btce	8/19/13	100.62	96.72	99.10	4699.54	
btce	8/20/13	103.10	99.00	103.10	2432.24	
btce	8/21/13	109.00	101.13	107.12	5668.11	
btce	8/22/13	109.00	106.00	106.91	3416.10	
btce	8/23/13	107.30	102.14	105.25	3521.03	
btce	8/24/13	107.00	104.10	106.36	1949.82	
btce	8/25/13	110.35	106.05	109.30	3510.17	
btce	8/26/13	110.00	106.21	108.39	2991.51	
btce	8/27/13	116.50	108.29	115.36	6060.40	
btce	8/28/13	116.30	114.01	115.20	3063.48	
btce	8/29/13	116.08	114.80	115.97	1712.81	
btce	8/30/13	121.95	115.51	120.72	5097.67	
btce	8/31/13	126.56	120.00	122.90	5162.41	
btce	9/1/13	126.40	119.00	126.40	2713.18	
btce	9/2/13	126.57	123.05	124.77	3418.26	
btce	9/3/13	125.96	123.50	125.00	2179.55	
btce	9/4/13	125.00	112.10	116.49	8233.35	
btce	9/5/13	119.49	111.61	117.00	4982.26	
btce	9/6/13	119.29	113.00	113.00	4963.91	
btce	9/7/13	119.00	112.13	117.03	3172.11	
btce	9/8/13	118.35	114.40	115.44	2130.12	
btce	9/9/13	122.00	114.50	119.92	5363.50	
btce	9/10/13	121.91	119.31	120.00	2050.98	
btce	9/11/13	124.90	117.00	124.00	7498.66	
btce	9/12/13	124.90	122.56	123.39	3737.34	
btce	9/13/13	125.00	122.00	124.75	3277.93	
btce	9/14/13	125.00	122.51	123.14	3316.20	
btce	9/15/13	124.03	121.00	123.60	3101.73	
btce	9/16/13	125.00	122.40	124.00	4114.46	
btce	9/17/13	125.00	123.15	124.50	3515.21	
btce	9/18/13	126.01	124.42	125.09	3562.30	
btce	9/19/13	125.00	120.00	120.75	5568.59	
btce	9/20/13	124.00	119.50	121.12	4835.86	
btce	9/21/13	122.50	120.80	121.10	1925.17	
btce	9/22/13	122.19	120.50	121.70	1543.68	
btce	9/23/13	122.20	120.01	120.89	2634.95	
btce	9/24/13	121.79	119.50	121.73	3365.82	
btce	9/25/13	123.80	121.00	122.55	3399.94	
btce	9/26/13	123.19	121.01	122.75	2285.64	
btce	9/27/13	123.50	121.59	122.74	2739.51	
btce	9/28/13	123.70	122.06	123.60	1786.11	
btce	9/29/13	124.79	122.90	123.05	2714.53	
btce	9/30/13	123.98	121.20	123.00	3099.64	
btce	10/1/13	124.69	122.72	123.75	3873.42	
btce	10/2/13	124.49	75.00	101.14	23606.26	
btce	10/3/13	116.50	100.00	115.20	7580.11	
btce	10/4/13	120.80	115.22	118.83	4458.66	
btce	10/5/13	120.00	118.22	119.32	1947.47	
btce	10/6/13	119.90	118.22	119.61	1207.70	
btce	10/7/13	123.88	119.01	121.20	3599.10	
btce	10/8/13	122.69	120.58	121.99	7238.25	
btce	10/9/13	124.00	121.41	123.87	8081.48	
btce	10/10/13	125.00	123.00	123.64	7860.09	
btce	10/11/13	125.00	123.16	124.19	4398.02	
btce	10/12/13	124.99	123.71	124.58	1739.18	
btce	10/13/13	128.66	124.48	128.66	4467.22	
btce	10/14/13	134.00	127.84	131.57	20931.46	
btce	10/15/13	137.99	130.80	137.98	9012.27	
btce	10/16/13	144.85	131.37	134.45	32220.27	
btce	10/17/13	141.00	134.20	140.68	22771.29	
btce	10/18/13	147.50	140.11	147.49	27456.64	
btce	10/19/13	160.00	145.71	156.80	18321.12	
btce	10/20/13	159.00	154.50	158.77	4224.93	
btce	10/21/13	174.00	158.53	171.36	12876.23	
btce	10/22/13	187.00	169.90	184.60	17428.77	
btce	10/23/13	199.50	182.84	198.55	20870.45	
btce	10/24/13	204.00	152.50	184.00	44180.35	
btce	10/25/13	184.50	156.00	178.86	35003.95	
btce	10/26/13	179.00	166.40	170.97	31430.66	
btce	10/27/13	187.00	170.42	186.99	12486.96	
btce	10/28/13	192.43	181.20	189.00	8053.86	
btce	10/29/13	198.60	188.10	198.00	6132.40	
btce	10/30/13	198.44	191.01	193.30	11047.09	
btce	10/31/13	198.39	192.20	197.90	5517.72	
btce	11/1/13	199.20	195.55	198.99	3715.43	
btce	11/2/13	201.00	197.80	198.85	3495.38	
btce	11/3/13	209.85	198.00	208.90	9197.39	
btce	11/4/13	225.00	206.00	223.77	13066.95	
btce	11/5/13	244.88	216.00	237.18	24979.72	
btce	11/6/13	253.90	237.18	251.00	18758.33	
btce	11/7/13	292.50	250.32	281.81	35945.95	
btce	11/8/13	315.00	280.02	313.12	18564.38	
btce	11/9/13	349.11	301.10	331.30	26504.50	
btce	11/10/13	338.90	255.00	302.00	49930.52	
btce	11/11/13	329.70	290.00	321.32	17418.69	
btce	11/12/13	345.90	320.40	343.90	16516.41	
btce	11/13/13	400.00	342.35	392.44	21905.25	
btce	11/14/13	411.00	380.58	406.01	21398.42	
btce	11/15/13	425.50	380.00	406.99	22856.81	
