exchange	date	high	low	close	volume	
mtgox	4/8/13	194.90	162.60	187.50	114126.51	
mtgox	4/9/13	240.11	186.50	230.00	105724.64	
mtgox	4/10/13	266.00	105.00	165.00	190141.86	
mtgox	4/11/13	188.70	110.20	124.90	118645.43	
mtgox	4/12/13	140.00	54.25	117.00	556289.10	
mtgox	4/13/13	130.00	85.50	93.00	238226.32	
mtgox	4/14/13	110.00	84.44	90.00	166267.46	
mtgox	4/15/13	102.00	71.51	82.39	236632.26	
mtgox	4/16/13	84.50	50.01	68.36	572185.69	
mtgox	4/17/13	98.78	63.30	93.07	327596.55	
mtgox	4/18/13	113.00	86.00	109.01	172934.67	
mtgox	4/19/13	136.43	105.54	118.48	257118.56	
mtgox	4/20/13	132.00	115.00	126.62	74351.51	
mtgox	4/21/13	130.50	110.00	119.20	99128.56	
mtgox	4/22/13	127.40	118.50	127.40	59118.35	
mtgox	4/23/13	144.02	124.97	143.48	116098.21	
mtgox	4/24/13	166.43	140.97	154.20	225857.24	
mtgox	4/25/13	162.00	120.09	141.71	187632.74	
mtgox	4/26/13	144.99	121.45	136.90	128988.67	
mtgox	4/27/13	139.88	122.71	128.00	59870.79	
mtgox	4/28/13	136.68	127.50	134.44	27503.11	
mtgox	4/29/13	149.08	133.00	144.00	70186.33	
mtgox	4/30/13	146.93	134.00	139.23	65198.58	
mtgox	5/1/13	140.06	104.00	116.38	179988.85	
mtgox	5/2/13	126.90	91.11	106.25	234129.17	
mtgox	5/3/13	109.00	79.00	98.10	246411.17	
mtgox	5/4/13	116.30	92.00	112.90	132582.59	
mtgox	5/5/13	118.85	107.00	115.98	84177.84	
mtgox	5/6/13	124.90	106.01	112.25	150048.99	
mtgox	5/7/13	114.00	97.52	109.60	139626.72	
mtgox	5/8/13	116.78	109.50	113.20	61680.32	
mtgox	5/9/13	113.72	108.80	112.80	26894.46	
mtgox	5/10/13	122.50	111.54	117.70	77443.67	
mtgox	5/11/13	118.74	113.00	115.64	28023.47	
mtgox	5/12/13	117.47	112.40	114.82	20575.19	
mtgox	5/13/13	118.88	114.50	117.98	26134.01	
mtgox	5/14/13	119.80	109.42	111.40	87726.09	
mtgox	5/15/13	116.44	103.02	114.22	117898.23	
mtgox	5/16/13	118.97	112.10	118.21	45071.68	
mtgox	5/17/13	125.56	116.57	123.50	79063.33	
mtgox	5/18/13	125.31	122.25	123.21	22615.72	
mtgox	5/19/13	124.50	119.50	122.50	20478.43	
mtgox	5/20/13	123.69	120.10	122.02	17238.12	
mtgox	5/21/13	123.08	121.10	122.89	13313.67	
mtgox	5/22/13	124.50	122.00	123.80	18198.48	
mtgox	5/23/13	126.93	123.00	126.30	22045.50	
mtgox	5/24/13	133.98	125.36	133.10	48649.99	
mtgox	5/25/13	133.50	128.20	131.99	16816.58	
mtgox	5/26/13	136.00	130.61	133.50	23327.21	
mtgox	5/27/13	135.47	124.00	129.77	46796.59	
mtgox	5/28/13	130.63	125.40	129.00	22748.70	
mtgox	5/29/13	132.72	127.60	132.25	19177.31	
mtgox	5/30/13	132.40	126.50	128.80	24566.45	
mtgox	5/31/13	130.00	126.33	128.82	16466.87	
mtgox	6/1/13	129.79	127.10	129.30	6309.92	
mtgox	6/2/13	130.10	115.00	122.50	101114.74	
mtgox	6/3/13	122.78	115.11	120.74	28795.29	
mtgox	6/4/13	123.99	118.79	121.40	21749.73	
mtgox	6/5/13	123.50	119.50	121.90	16591.69	
mtgox	6/6/13	123.30	117.00	118.97	21921.97	
mtgox	6/7/13	119.13	106.15	111.00	65643.28	
mtgox	6/8/13	113.19	107.00	107.89	17113.57	
mtgox	6/9/13	108.99	88.00	100.44	149250.92	
mtgox	6/10/13	110.63	95.00	106.35	64125.61	
mtgox	6/11/13	109.60	103.23	109.00	15933.45	
mtgox	6/12/13	112.25	106.00	108.78	17540.54	
mtgox	6/13/13	110.30	100.30	103.95	30276.66	
mtgox	6/14/13	104.70	97.10	100.00	35923.53	
mtgox	6/15/13	103.70	97.50	99.80	22476.84	
mtgox	6/16/13	101.75	98.90	99.90	8619.58	
mtgox	6/17/13	102.40	98.90	101.95	15024.77	
mtgox	6/18/13	113.30	101.03	107.35	60446.31	
mtgox	6/19/13	110.99	104.66	108.25	17421.00	
mtgox	6/20/13	114.48	107.12	111.29	42909.53	
mtgox	6/21/13	115.01	107.56	109.50	37916.61	
mtgox	6/22/13	109.96	107.51	108.20	7196.65	
mtgox	6/23/13	109.00	106.20	107.90	10974.21	
mtgox	6/24/13	108.33	100.76	102.09	28755.72	
mtgox	6/25/13	109.98	100.00	103.33	93495.87	
mtgox	6/26/13	105.49	101.83	104.00	13074.01	
mtgox	6/27/13	104.00	100.06	101.74	14516.46	
mtgox	6/28/13	101.79	92.25	94.66	47455.09	
mtgox	6/29/13	100.44	93.00	95.00	25419.63	
mtgox	6/30/13	98.12	93.85	97.51	8488.32	
mtgox	7/1/13	98.18	86.01	88.05	52796.20	
mtgox	7/2/13	92.57	87.51	90.41	27396.38	
mtgox	7/3/13	91.20	76.00	78.89	73017.06	
mtgox	7/4/13	84.27	72.00	80.04	63440.37	
mtgox	7/5/13	80.60	65.42	68.50	90767.53	
mtgox	7/6/13	75.00	66.81	69.66	40793.42	
mtgox	7/7/13	77.00	66.60	76.50	42847.02	
mtgox	7/8/13	80.00	72.46	76.00	58514.64	
mtgox	7/9/13	78.30	72.51	76.70	32217.40	
mtgox	7/10/13	89.84	75.53	88.00	59672.71	
mtgox	7/11/13	90.70	85.00	88.98	35244.01	
mtgox	7/12/13	104.17	88.00	93.99	101213.45	
mtgox	7/13/13	98.32	87.76	98.32	34261.15	
mtgox	7/14/13	99.00	92.86	94.42	12218.47	
mtgox	7/15/13	101.94	93.11	98.89	34121.74	
mtgox	7/16/13	100.73	96.00	97.10	15900.43	
mtgox	7/17/13	100.00	96.18	98.50	16680.42	
mtgox	7/18/13	98.80	86.20	90.07	58919.25	
mtgox	7/19/13	95.20	87.60	92.00	26957.55	
mtgox	7/20/13	93.10	89.27	89.82	9066.00	
mtgox	7/21/13	92.00	88.00	92.00	8614.05	
mtgox	7/22/13	92.00	89.80	91.60	8215.90	
mtgox	7/23/13	97.13	91.60	95.56	23790.42	
mtgox	7/24/13	95.99	92.30	95.09	13827.20	
mtgox	7/25/13	97.48	93.57	96.95	21666.37	
mtgox	7/26/13	97.48	96.00	96.02	10435.80	
mtgox	7/27/13	97.00	93.00	94.40	14637.48	
mtgox	7/28/13	100.58	94.00	98.78	42022.37	
mtgox	7/29/13	102.85	98.45	101.48	23930.02	
mtgox	7/30/13	107.99	100.47	107.96	26911.77	
mtgox	7/31/13	111.65	103.55	106.21	44785.60	
mtgox	8/1/13	108.00	103.00	104.00	13994.49	
mtgox	8/2/13	108.00	101.21	104.50	26584.85	
mtgox	8/3/13	105.89	102.00	104.95	8342.92	
mtgox	8/4/13	106.00	103.50	105.12	6101.21	
mtgox	8/5/13	107.77	105.00	106.72	14507.93	
mtgox	8/6/13	107.50	105.11	106.56	12234.57	
mtgox	8/7/13	106.96	105.22	105.99	6791.45	
mtgox	8/8/13	106.65	100.96	103.05	23221.29	
mtgox	8/9/13	105.79	101.94	102.80	10979.39	
mtgox	8/10/13	103.90	102.38	103.00	3411.33	
mtgox	8/11/13	105.19	102.70	105.00	7870.90	
mtgox	8/12/13	108.12	103.50	106.81	19141.60	
mtgox	8/13/13	109.64	104.50	109.60	17808.47	
mtgox	8/14/13	115.00	108.00	112.56	49406.68	
mtgox	8/15/13	113.32	108.78	109.99	14794.82	
mtgox	8/16/13	112.30	108.21	108.99	12567.48	
mtgox	8/17/13	114.00	108.23	112.75	12258.66	
mtgox	8/18/13	114.69	112.00	113.38	9324.88	
mtgox	8/19/13	123.75	111.77	118.50	51420.13	
mtgox	8/20/13	123.01	116.82	121.20	23213.86	
mtgox	8/21/13	125.00	119.68	123.30	29616.91	
mtgox	8/22/13	124.49	120.54	122.00	12815.39	
mtgox	8/23/13	122.00	118.44	118.51	18231.25	
mtgox	8/24/13	121.39	118.02	119.60	8370.82	
mtgox	8/25/13	122.99	119.14	122.11	7101.52	
mtgox	8/26/13	122.97	119.92	120.07	10115.28	
mtgox	8/27/13	133.00	120.00	131.30	52815.73	
mtgox	8/28/13	131.72	128.02	128.76	11556.09	
mtgox	8/29/13	131.20	128.18	129.30	7362.92	
mtgox	8/30/13	142.76	128.56	138.03	44989.75	
mtgox	8/31/13	148.70	135.89	141.00	30617.80	
mtgox	9/1/13	147.29	141.00	146.01	13933.38	
mtgox	9/2/13	148.50	142.11	144.00	10444.51	
mtgox	9/3/13	148.91	142.20	144.00	15761.47	
mtgox	9/4/13	145.80	130.09	132.51	27617.96	
mtgox	9/5/13	137.97	127.24	130.20	25687.39	
mtgox	9/6/13	134.00	121.90	121.90	18159.82	
mtgox	9/7/13	131.02	121.25	128.99	13551.30	
mtgox	9/8/13	129.87	124.06	126.32	7127.43	
mtgox	9/9/13	137.48	124.00	133.10	28172.62	
mtgox	9/10/13	136.02	131.38	132.62	7833.10	
mtgox	9/11/13	145.90	127.50	142.10	40468.78	
mtgox	9/12/13	145.52	137.51	139.35	19360.48	
mtgox	9/13/13	145.60	137.82	140.66	18892.27	
mtgox	9/14/13	142.00	136.50	136.71	8361.60	
mtgox	9/15/13	141.00	135.04	138.30	6197.92	
mtgox	9/16/13	142.23	137.90	139.42	9267.74	
mtgox	9/17/13	141.37	138.00	139.15	8242.27	
mtgox	9/18/13	142.00	139.01	140.41	8189.61	
mtgox	9/19/13	141.20	131.14	135.05	19769.45	
mtgox	9/20/13	137.28	131.00	133.81	9923.67	
mtgox	9/21/13	135.99	132.00	134.38	4441.25	
mtgox	9/22/13	135.00	131.00	134.00	5570.74	
mtgox	9/23/13	135.00	132.00	133.40	4464.49	
mtgox	9/24/13	136.59	132.50	134.78	6929.87	
mtgox	9/25/13	138.00	134.70	135.00	8243.79	
mtgox	9/26/13	139.00	134.71	137.10	5222.84	
mtgox	9/27/13	142.66	134.83	138.93	25900.19	
mtgox	9/28/13	143.00	138.02	142.50	12989.28	
mtgox	9/29/13	145.81	141.36	143.88	17790.60	
mtgox	9/30/13	145.81	138.12	141.90	12845.12	
mtgox	10/1/13	144.44	139.41	140.30	7709.57	
mtgox	10/2/13	141.93	109.70	123.00	110147.64	
mtgox	10/3/13	132.00	120.10	130.99	34445.57	
mtgox	10/4/13	139.80	128.50	136.82	17710.25	
mtgox	10/5/13	138.00	135.30	136.70	4479.67	
mtgox	10/6/13	138.00	134.10	137.80	4660.13	
mtgox	10/7/13	139.00	135.12	135.80	6405.78	
mtgox	10/8/13	137.79	135.66	136.50	4157.41	
mtgox	10/9/13	142.10	135.80	139.50	16615.18	
mtgox	10/10/13	141.69	138.51	140.41	10157.64	
mtgox	10/11/13	141.85	138.87	140.10	6280.51	
mtgox	10/12/13	143.06	139.40	142.90	10622.03	
mtgox	10/13/13	147.65	141.50	147.53	15998.51	
mtgox	10/14/13	153.70	146.03	151.38	29438.93	
mtgox	10/15/13	158.10	150.63	158.10	14282.45	
mtgox	10/16/13	163.00	144.20	152.83	41433.58	
mtgox	10/17/13	159.95	150.75	157.60	15093.85	
mtgox	10/18/13	168.30	156.50	168.30	24861.11	
mtgox	10/19/13	195.83	167.10	183.18	54485.20	
mtgox	10/20/13	186.12	177.25	186.12	11174.87	
mtgox	10/21/13	197.39	183.20	192.80	22991.33	
mtgox	10/22/13	205.50	192.80	203.00	32953.99	
mtgox	10/23/13	228.00	200.75	228.00	38958.66	
mtgox	10/24/13	233.40	175.30	207.00	95972.97	
mtgox	10/25/13	209.00	176.60	197.91	35744.04	
mtgox	10/26/13	198.43	187.00	188.56	11593.23	
mtgox	10/27/13	207.90	189.00	207.00	12904.93	
mtgox	10/28/13	209.79	200.42	206.90	10041.16	
mtgox	10/29/13	216.50	204.20	216.00	8958.39	
mtgox	10/30/13	216.50	204.00	208.00	12582.47	
mtgox	10/31/13	215.00	205.44	211.17	4608.29	
mtgox	11/1/13	215.00	209.76	213.50	4884.45	
mtgox	11/2/13	214.88	211.02	211.70	4375.23	
mtgox	11/3/13	226.96	212.11	224.01	12032.84	
mtgox	11/4/13	239.02	222.00	238.19	16899.84	
mtgox	11/5/13	258.88	229.00	251.30	44067.26	
mtgox	11/6/13	272.52	251.41	264.10	37807.24	
mtgox	11/7/13	324.20	263.60	309.66	85178.59	
mtgox	11/8/13	358.00	308.01	355.00	43831.61	
mtgox	11/9/13	395.00	340.00	367.80	49272.46	
mtgox	11/10/13	372.50	290.00	336.33	74095.68	
mtgox	11/11/13	376.00	321.41	363.00	17785.25	
mtgox	11/12/13	391.53	359.02	380.10	21029.65	
mtgox	11/13/13	445.00	372.18	434.88	35274.27	
mtgox	11/14/13	447.50	402.54	433.40	30773.28	
mtgox	11/15/13	458.00	413.05	434.00	27269.09	
mtgox	11/16/13	477.00	428.01	462.00	18664.14	
mtgox	11/17/13	536.78	457.00	528.32	26509.66	
mtgox	11/18/13	788.00	522.00	785.50	71436.42	
mtgox	11/19/13	900.98	502.62	645.72	98637.13	
mtgox	11/20/13	650.00	453.29	638.00	91019.97	
mtgox	11/21/13	784.44	595.21	765.10	38191.57	
mtgox	11/22/13	822.00	682.30	802.00	29655.73	
mtgox	11/23/13	890.00	799.60	832.52	20952.76	
mtgox	11/24/13	855.00	745.20	795.00	25843.73	
mtgox	11/25/13	850.00	758.96	830.00	25978.29	
mtgox	11/26/13	975.00	825.10	970.00	31183.08	
mtgox	11/27/13	1094.79	914.32	1080.00	37306.24	
mtgox	11/28/13	1224.60	1032.15	1101.47	37215.12	
mtgox	11/29/13	1242.00	1050.00	1206.98	38295.20	
mtgox	11/30/13	1233.00	1150.25	1205.80	14782.96	
mtgox	12/1/13	1216.90	840.32	1004.42	79772.70	
mtgox	12/2/13	1117.80	975.00	1096.63	36675.47	
mtgox	12/3/13	1185.77	1065.00	1155.00	18945.16	
mtgox	12/4/13	1240.00	1131.73	1237.96	15885.31	
mtgox	12/5/13	1240.00	870.00	1106.43	57982.86	
mtgox	12/6/13	1118.99	800.00	845.00	53161.11	
mtgox	12/7/13	895.89	576.00	697.00	97325.91	
mtgox	12/8/13	829.00	653.00	804.00	31105.78	
mtgox	12/9/13	980.18	787.75	918.99	27227.00	
mtgox	12/10/13	1068.00	912.00	1033.98	21706.67	
mtgox	12/11/13	1056.90	856.12	920.00	23949.51	
mtgox	12/12/13	941.00	839.50	900.00	9649.93	
mtgox	12/13/13	990.00	882.16	936.88	17088.92	
mtgox	12/14/13	948.00	875.14	908.99	11406.79	
mtgox	12/15/13	928.00	838.02	920.00	15038.57	
mtgox	12/16/13	925.00	714.11	760.00	40795.65	
mtgox	12/17/13	780.00	678.89	715.00	31284.06	
mtgox	12/18/13	717.02	455.00	541.00	109722.89	
mtgox	12/19/13	746.00	522.44	731.99	45305.81	
mtgox	12/20/13	774.47	621.25	650.00	34364.27	
mtgox	12/21/13	689.99	610.00	640.50	14441.48	
mtgox	12/22/13	700.00	615.00	639.48	11501.33	
mtgox	12/23/13	725.00	631.00	713.35	14666.90	
mtgox	12/24/13	729.99	666.01	702.80	10677.15	
mtgox	12/25/13	710.00	674.00	707.30	5270.70	
mtgox	12/26/13	829.80	707.30	802.11	23193.34	
mtgox	12/27/13	837.00	768.00	803.23	13466.88	
mtgox	12/28/13	806.00	715.60	762.01	13149.18	
mtgox	12/29/13	804.00	735.00	785.01	6940.14	
mtgox	12/30/13	818.89	781.00	804.88	10027.39	
mtgox	12/31/13	814.00	777.00	806.01	8836.73	
mtgox	1/1/14	830.00	771.00	816.00	10688.03	
mtgox	1/2/14	886.31	810.56	857.00	12414.27	
mtgox	1/3/14	888.80	840.00	884.89	9294.23	
mtgox	1/4/14	932.38	848.48	924.92	13956.51	
mtgox	1/5/14	1029.99	911.58	1015.00	21223.75	
mtgox	1/6/14	1093.68	965.00	1012.90	22630.17	
mtgox	1/7/14	1044.20	880.00	880.00	22263.98	
mtgox	1/8/14	967.00	859.00	939.00	13749.64	
mtgox	1/9/14	964.70	866.58	937.00	14051.54	
mtgox	1/10/14	964.99	906.00	957.90	6000.45	
mtgox	1/11/14	1011.00	935.13	1005.50	10919.53	
mtgox	1/12/14	1022.99	922.30	940.00	9818.82	
mtgox	1/13/14	949.48	880.11	923.10	9667.14	
mtgox	1/14/14	943.00	905.00	920.00	3891.44	
mtgox	1/15/14	973.20	915.15	941.31	6443.14	
btcchina	12/31/12	13.25	13.06	13.09	150.49	
btcchina	1/1/13	13.23	13.05	13.05	250.67	
btcchina	1/2/13	13.14	13.04	13.04	74.85	
btcchina	1/3/13	13.12	13.02	13.03	1238.97	
btcchina	1/4/13	13.17	13.03	13.06	357.21	
btcchina	1/5/13	13.18	13.03	13.03	384.11	
btcchina	1/6/13	13.19	13.05	13.07	316.02	
btcchina	1/7/13	13.18	13.08	13.18	82.61	
btcchina	1/8/13	13.41	13.15	13.31	1498.38	
btcchina	1/9/13	13.52	13.19	13.35	733.63	
btcchina	1/10/13	13.85	13.40	13.85	1115.25	
btcchina	1/11/13	13.85	13.68	13.71	328.00	
btcchina	1/12/13	13.89	13.72	13.88	400.81	
btcchina	1/13/13	13.95	13.73	13.73	769.66	
btcchina	1/14/13	13.92	13.73	13.75	488.54	
btcchina	1/15/13	14.04	13.80	14.03	954.11	
btcchina	1/16/13	14.08	13.92	14.08	595.68	
btcchina	1/17/13	15.12	14.20	15.12	1945.87	
btcchina	1/18/13	15.72	14.87	15.60	1668.97	
btcchina	1/19/13	15.33	14.99	15.28	469.42	
btcchina	1/20/13	15.51	15.16	15.40	850.33	
btcchina	1/21/13	16.28	15.33	16.28	3194.80	
btcchina	1/22/13	17.05	16.04	16.74	2667.52	
btcchina	1/23/13	17.22	16.26	16.85	1330.17	
btcchina	1/24/13	18.65	15.14	16.86	2721.77	
btcchina	1/25/13	17.83	15.14	16.99	1354.85	
btcchina	1/26/13	16.87	15.92	16.78	541.43	
btcchina	1/27/13	17.20	16.27	17.20	482.61	
btcchina	1/28/13	18.12	16.96	18.12	1254.37	
btcchina	1/29/13	19.08	17.97	18.90	1861.15	
btcchina	1/30/13	19.08	18.32	18.76	1436.57	
btcchina	1/31/13	20.39	18.78	20.03	2790.08	
btcchina	2/1/13	20.61	19.90	20.29	1181.81	
btcchina	2/2/13	20.28	18.29	19.55	1987.18	
btcchina	2/3/13	20.14	19.29	19.80	939.86	
btcchina	2/4/13	20.38	19.46	19.97	964.92	
btcchina	2/5/13	20.09	19.44	19.95	579.94	
btcchina	2/6/13	20.82	19.73	20.45	1525.31	
btcchina	2/7/13	21.53	20.45	21.26	1280.95	
btcchina	2/8/13	22.09	21.38	21.93	1187.19	
btcchina	2/9/13	23.62	21.95	23.62	1894.37	
btcchina	2/10/13	23.88	22.08	23.85	1505.41	
btcchina	2/11/13	24.66	23.16	24.64	787.96	
btcchina	2/12/13	25.91	24.27	25.14	2573.13	
btcchina	2/13/13	26.26	24.83	25.00	1547.90	
btcchina	2/14/13	27.23	22.92	27.23	1798.21	
btcchina	2/15/13	27.84	26.33	27.54	842.61	
btcchina	2/16/13	27.60	26.80	27.07	970.97	
btcchina	2/17/13	27.30	25.32	26.76	1426.18	
btcchina	2/18/13	26.84	26.01	26.44	970.30	
btcchina	2/19/13	29.10	26.46	29.10	3316.16	
btcchina	2/20/13	30.43	28.80	30.22	1904.21	
btcchina	2/21/13	30.73	30.01	30.25	2544.41	
btcchina	2/22/13	32.61	30.11	31.51	2999.78	
btcchina	2/23/13	32.14	28.64	31.82	3850.39	
btcchina	2/24/13	31.84	30.48	31.18	1464.11	
btcchina	2/25/13	31.22	29.97	30.43	1932.28	
btcchina	2/26/13	31.51	30.50	31.50	1836.26	
btcchina	2/27/13	31.51	30.89	31.16	317.81	
btcchina	2/28/13	33.34	31.23	33.27	3615.44	
btcchina	3/1/13	35.03	32.75	34.96	2240.44	
btcchina	3/2/13	35.84	33.87	34.89	1983.46	
btcchina	3/3/13	35.61	34.73	34.73	1245.77	
btcchina	3/4/13	37.59	34.74	37.59	2067.76	
btcchina	3/5/13	47.12	37.43	42.67	5237.37	
btcchina	3/6/13	51.76	42.44	44.12	8461.19	
btcchina	3/7/13	47.02	34.11	45.09	8114.13	
btcchina	3/8/13	45.85	44.00	45.43	2142.62	
btcchina	3/9/13	47.84	45.14	47.52	4425.00	
btcchina	3/10/13	49.45	47.49	48.33	3098.99	
btcchina	3/11/13	50.72	47.89	50.16	3331.80	
btcchina	3/12/13	50.53	43.84	47.82	7309.84	
btcchina	3/13/13	49.03	46.24	48.16	2246.21	
btcchina	3/14/13	50.96	48.17	48.65	2137.69	
btcchina	3/15/13	49.74	48.40	48.86	1474.20	
btcchina	3/16/13	49.27	47.94	48.91	1594.52	
btcchina	3/17/13	48.60	47.88	48.22	926.97	
btcchina	3/18/13	49.80	47.98	49.80	2055.35	
btcchina	3/19/13	58.18	48.81	58.17	4478.58	
btcchina	3/20/13	63.75	55.78	63.11	2827.83	
btcchina	3/21/13	76.49	45.42	73.80	6935.88	
btcchina	3/22/13	76.48	70.61	73.95	5023.34	
btcchina	3/23/13	74.12	1.59	65.82	12464.99	
btcchina	3/24/13	72.61	64.84	72.29	3493.09	
btcchina	3/25/13	77.56	70.30	75.01	4723.63	
btcchina	3/26/13	78.14	72.72	77.83	4654.00	
btcchina	3/27/13	92.66	77.35	91.55	9395.98	
btcchina	3/28/13	100.11	87.68	94.21	10027.35	
btcchina	3/29/13	99.11	91.64	95.92	8064.63	
btcchina	3/30/13	99.04	95.76	97.15	2904.68	
btcchina	3/31/13	98.46	96.78	98.14	1406.89	
btcchina	4/1/13	115.82	98.14	114.25	7801.96	
btcchina	4/2/13	127.43	114.05	127.43	7544.46	
btcchina	4/3/13	170.91	127.61	167.72	12519.51	
btcchina	4/4/13	162.82	139.96	146.70	5933.62	
btcchina	4/5/13	151.53	145.32	151.23	2230.20	
btcchina	4/6/13	156.45	149.59	151.67	2431.27	
btcchina	4/7/13	169.87	151.90	168.59	4389.37	
btcchina	4/8/13	215.50	169.08	204.71	8544.75	
btcchina	4/9/13	247.42	201.61	246.80	9741.38	
btcchina	4/10/13	310.57	118.22	175.74	18126.01	
btcchina	4/11/13	232.08	91.25	112.20	14829.02	
btcchina	4/12/13	127.78	81.38	127.30	16888.87	
btcchina	4/13/13	145.50	108.94	115.02	13221.76	
btcchina	4/14/13	119.72	100.18	104.17	7867.21	
btcchina	4/15/13	104.17	83.35	84.15	13405.86	
btcchina	4/16/13	84.91	48.06	67.29	28679.04	
btcchina	4/17/13	95.36	65.39	91.52	18719.04	
btcchina	4/18/13	116.97	90.09	114.10	13492.99	
btcchina	4/19/13	129.95	108.62	121.29	20857.18	
btcchina	4/20/13	128.34	117.14	127.56	5013.88	
btcchina	4/21/13	128.08	88.29	118.94	17364.57	
btcchina	4/22/13	123.11	117.97	123.11	4707.68	
btcchina	4/23/13	135.95	121.84	135.63	10481.51	
btcchina	4/24/13	157.51	128.48	150.78	20971.04	
btcchina	4/25/13	152.96	126.77	134.99	11516.18	
btcchina	4/26/13	136.55	120.65	133.98	13588.33	
btcchina	4/27/13	134.38	123.85	128.03	4382.23	
btcchina	4/28/13	133.62	125.59	130.58	2473.90	
btcchina	4/29/13	144.10	130.43	140.24	6643.05	
btcchina	4/30/13	143.26	133.61	136.34	4398.01	
btcchina	5/1/13	138.48	116.75	119.97	10666.05	
btcchina	5/2/13	127.23	99.12	107.92	16114.65	
btcchina	5/3/13	108.97	88.65	102.02	15848.85	
btcchina	5/4/13	120.88	99.40	119.27	13956.59	
btcchina	5/5/13	125.64	113.91	120.43	9421.74	
btcchina	5/6/13	124.22	113.11	116.16	9851.47	
btcchina	5/7/13	115.98	101.16	111.31	15119.10	
btcchina	5/8/13	114.64	109.64	111.74	5042.21	
btcchina	5/9/13	112.97	107.66	112.01	3338.41	
btcchina	5/10/13	119.08	110.84	116.17	9484.20	
btcchina	5/11/13	117.05	114.63	114.63	2353.63	
btcchina	5/12/13	115.41	111.40	113.63	2332.21	
btcchina	5/13/13	114.61	112.34	113.49	2113.66	
btcchina	5/14/13	115.10	110.50	110.51	3236.73	
btcchina	5/15/13	111.37	103.31	109.76	7620.78	
btcchina	5/16/13	110.52	107.08	110.36	2962.59	
btcchina	5/17/13	114.44	109.77	114.32	4671.43	
btcchina	5/18/13	115.96	112.58	113.63	3296.22	
btcchina	5/19/13	115.31	111.37	113.97	2194.21	
btcchina	5/20/13	115.10	113.60	114.09	1991.02	
btcchina	5/21/13	114.95	113.81	114.45	1531.93	
btcchina	5/22/13	115.60	114.21	115.43	2691.16	
btcchina	5/23/13	121.21	115.27	119.87	3961.68	
btcchina	5/24/13	127.49	119.82	127.32	5735.92	
btcchina	5/25/13	127.59	120.03	124.86	3607.86	
btcchina	5/26/13	127.10	123.86	124.99	3456.22	
btcchina	5/27/13	126.29	119.67	122.40	3384.31	
btcchina	5/28/13	122.91	118.77	120.48	4116.17	
btcchina	5/29/13	123.03	119.84	122.99	2178.75	
btcchina	5/30/13	123.73	120.90	121.40	2297.35	
btcchina	5/31/13	122.75	120.36	122.30	1591.65	
btcchina	6/1/13	122.63	121.56	122.62	1407.90	
btcchina	6/2/13	122.87	113.54	117.33	6998.92	
btcchina	6/3/13	118.02	113.86	116.60	4012.89	
btcchina	6/4/13	120.43	115.75	116.92	3662.48	
btcchina	6/5/13	119.54	117.44	118.01	2090.72	
btcchina	6/6/13	119.34	116.14	116.65	1763.09	
btcchina	6/7/13	117.63	108.68	110.99	8114.08	
btcchina	6/8/13	112.70	108.79	109.29	3607.50	
btcchina	6/9/13	111.00	97.54	100.62	15510.73	
btcchina	6/10/13	109.54	100.80	107.11	5615.24	
btcchina	6/11/13	111.45	105.86	111.21	1919.78	
btcchina	6/12/13	111.23	108.98	109.48	1674.55	
btcchina	6/13/13	110.87	104.69	105.52	2860.28	
btcchina	6/14/13	107.45	102.42	103.59	4244.79	
btcchina	6/15/13	104.98	100.15	102.32	4056.13	
btcchina	6/16/13	104.82	101.98	102.71	1526.51	
btcchina	6/17/13	105.57	102.63	104.34	1423.50	
btcchina	6/18/13	111.97	103.69	108.07	5133.74	
btcchina	6/19/13	110.10	105.96	108.55	2371.99	
btcchina	6/20/13	110.15	106.97	108.69	4070.18	
btcchina	6/21/13	110.15	105.14	106.30	4518.92	
btcchina	6/22/13	107.66	103.80	104.29	1915.15	
btcchina	6/23/13	106.73	104.02	105.64	2100.73	
btcchina	6/24/13	104.97	98.19	100.42	7664.25	
btcchina	6/25/13	103.29	100.19	100.22	2372.22	
btcchina	6/26/13	102.37	99.46	100.43	2510.67	
btcchina	6/27/13	100.92	98.50	99.13	2086.40	
btcchina	6/28/13	99.85	92.91	93.71	5311.19	
btcchina	6/29/13	96.26	92.54	95.13	3090.38	
btcchina	6/30/13	96.30	94.17	95.09	2409.26	
btcchina	7/1/13	95.75	82.62	83.02	6152.73	
btcchina	7/2/13	89.03	82.97	87.82	3951.87	
btcchina	7/3/13	90.50	79.49	80.95	5855.91	
btcchina	7/4/13	82.82	73.15	80.54	8765.78	
btcchina	7/5/13	80.13	66.86	67.19	9034.78	
btcchina	7/6/13	73.63	64.73	68.94	8864.49	
btcchina	7/7/13	74.47	66.37	74.47	3799.41	
btcchina	7/8/13	80.13	73.50	76.41	9841.70	
btcchina	7/9/13	76.99	71.99	75.53	4311.25	
btcchina	7/10/13	82.55	74.46	82.55	7141.10	
btcchina	7/11/13	87.86	82.58	86.47	9236.38	
btcchina	7/12/13	96.83	86.05	91.56	13823.92	
btcchina	7/13/13	93.90	85.82	93.76	6686.21	
btcchina	7/14/13	93.99	89.12	89.12	3652.82	
btcchina	7/15/13	94.63	88.19	93.49	6316.90	
btcchina	7/16/13	94.08	92.29	92.45	5710.67	
